Wallet Address,Boosted Score,Unboosted Score,Boost Percentage
0xb00510a7e92369943f89fd457988ac5a2b54e49e,302,302,0
0xa7dffc4af507fd0821df65a2a60d26fdbafc4866,69,69,0
0xd3dfb85c1814726c12cb884efae9de7e7928758f,276,276,0
0x17d5240035975e8a584de01e48198445270058d2,335,335,0
0x609ad855ca46fafc01b3f609f3f0c6b636afd255,279,279,0
0xa8b73bed336739cdb0a8cf3ce2012bcaf7a0385c,731,731,0
0x7940a5a7cba4ef471ac1e0cd3b901ce20e258fbb,147,147,0
0xc72d1154d6f044d5d9c753f0ee8e8255686f409c,293,293,0
0x4092d623b10bb7389dbe1614ac14979ecc74dc86,31,31,0
0x88d7f7ec27f116f60b15ea66bd210094d0db034b,74,74,0
0xf7431fdeb9603bb4fb443b88dec7642e853079a0,52,52,0
0xaf2e919b59734b8d99f6bc1f62dc63d6519d14bc,647,647,0
0x32fafa9130396975a421fd9901a8ea97ab473411,348,348,0
0xe623b7b1892545cd7abd4cbd658a0210a30889ec,591,591,0
0x419ee729b58314472ca9aea120a39c1382407d48,127,127,0
0x7766b4b2027717131b2400872a20eb17b2854a4b,99,99,0
0xdb1f6231351f2d25dd41637fbc8d7a1da1601a0b,332,332,0
0x1a3c17d09d01242a3d1dadf63de0290ab93575e3,307,307,0
0xcc2ef4fe4094e90dddfc80cdf4968b1ec8b0d24b,58,58,0
0x9a22ff3a952e30d10765926d11d88506291df8a0,175,175,0
0xcd2fc6ddc331c667754ce4b058fff9b724f1277d,28,28,0
0xf2c4c6fbd9aa89e72f33c16e865a1254f22c9afa,26,26,0
0x92fb5ed212919b86ac9a2580ce71f47b437da525,304,304,0
0x1a9ad7adcee521e0281d8c05aab408a938d3a8c4,30,30,0
0xbaa71cbad4e160718c9ad73da3f8936dc50cb76f,24,24,0
0xe191480bbdc85ea540a826ed1390f600d43d3730,21,21,0
0x073aba216d99ed83fc675acfe9f4d6c12b2210d3,57,57,0
0x23353d2144d72c8322c24550a97315ac1735699f,310,310,0
0x2b4cd8a37677f7fe0bb964666861fd481838babd,276,276,0
0x5e3e40afb9db1f69a4a4d79d0edc90844b7ba4a9,34,34,0
0xbe478512ddf7c57f53d68aa3172abbd346ae5a98,70,70,0
0xc12ef3a40591010d3a8769c89e0a3d32e7cb9128,54,54,0
0xb5dffe935449293cd40d53737e9d4374f27cf629,287,287,0
0x9d791f0a164820ce00bf2d027acd5fa24425099a,61,61,0
0x63d50c5efb9a820d985b00898b10c913c0524891,32,32,0
0x2fed947b578cd455decb866c737106270e3bef1d,36,36,0
0x76e20bf321774bd024af5f866a1b256114691ea4,57,57,0
0x022adc7dd2517d5b75906bdd3d0c5d04ed6171d9,37,37,0
0xa72138d39dd6a03ccf2827b41c87d6dae7f3f371,52,52,0
0xb1a42ee7768cefe8ebd9032da95443830816183f,25,25,0
0x57d1e9982bdabf7c2055abe838a6b9f39cac7f92,501,501,0
0xb2d07982f10a5a96fa8d363bc3de59b5adf49bbc,29,29,0
0x7bfc23552cade8192ad0a0bb20923e4f58a9ff1a,22,22,0
0x3c391f59e33fc6a52a0f72cfdab0ab38e4d7ad19,297,297,0
0x8a25ae4ba251981d6d9f5bae9e7e5e1b4db8d67e,58,58,0
0x517b0645e0199a06e8f1b675086b66a57958b809,126,126,0
0xa5f93e88d4bb8026f98f67e97f5c3dbdf03b6d7c,27,27,0
0xe64cc48cf1b2baf739fb7788f4ad6c14a4d4d4ee,307,307,0
0xace354020076d59e4920cc9f271e5a151014e760,128,128,0
0x7e45275b686582026d25b96dd4aef9cb42bcb2d4,53,53,0
0xb5dd16f777d836089de26e03c0f0e03da7b9698a,27,27,0
0x28c26520bd3ade82ac94a85713b051f58333ae71,294,294,0
0xf06a8f169ccc8a8fa194e1f8d6d04257228f2481,97,97,0
0x09de17f529e726405852aa5f72b50d654b5c2ee0,318,318,0
0x1427cc00080f17dd10aa59e629ea3e2de14608c0,123,123,0
0x3b55b89cacb4521fe6ab79a6868c14dc461a5641,313,313,0
0xeaf0734c1c680ad39b3250e3fa0be21803b25c32,30,30,0
0x55e72deb10dab4d4644f8a9283e05fb6f9d9c41d,22,22,0
0x2bd8161f510f71faa7f0f54a1acb0b45d7a6d660,312,312,0
0x7a349a913243c84b428ccae73f1a6636235b151a,280,280,0
0x639773f667b7bc38ff8f3518be45cc30fd93509f,337,337,0
0x448efc4b5e60be8c65779bb288134bddfb9f5b6b,54,54,0
0x387504b23da1496b9e11605371645f520da7c055,20,20,0
0x85191ce9435ff0c386dd31c2b84f99f4742b3363,30,30,0
0x8b8fd5cea96c61940778fe3ded6d2f2131f27385,364,364,0
0x0ad096e96863ec40962561a13e6ca48c63760744,366,366,0
0x8794551882071c2dabf931a8ddfb1f0f117b001e,420,420,0
0x3cfcfeaae6317d5df2dec15e7b3828c8527e54f4,291,291,0
0x0d9bc5d496c805bc6b49126111fcb538a4ec360d,115,115,0
0x6bea09d715e9b89e2a083937ea957c1e6af6d3cf,26,26,0
0x39a2b5b5cae66768235516bc8e51b6f400d05ba1,325,325,0
0xe0c07c0b755fa7ce945b8096909fba31577d14a1,319,319,0
0xfb7dcd1e1c83b1919d97585a048ffffdf942e6bd,894,894,0
0x3a3421f7d6c7a6c51f514db6afa497421f585bf6,26,26,0
0x3c28092dac8db35dc38c2354da11377c16d8476d,92,92,0
0xce3802264a932480c02e6fe03be3a5da33d355fa,28,28,0
0x827fa7bd07f6f3e12710af8d55f9b46c247fc2de,313,313,0
0x8bef8b889eea83e5b0b0e1a4bb09d426fe57a1d4,331,331,0
0xf67e79d304ac4f414ceab27dc0a871bbe441ff76,32,32,0
0xc5791cb268307cfe3ecc784374242f5a8b2c2360,60,60,0
0xfd405567d6276f5705540d0cedb8357761089738,49,49,0
0x727729c7a9ca5df70ac7dcb16a27dd2817956f26,49,49,0
0x927286d1af5e05a840a7380434264b672457920a,58,58,0
0x3bdffd63ae8a23bc197f4b44b2218b583bb21adb,49,49,0
0x3e418f8cd4e8ac74365f941c81de579377401a01,102,102,0
0xdb5bb144c4817638d93b4ebb6b4bc67247cb7e1e,324,324,0
0xa0daa0e312e6c2da8e0fa062b5b6403ee787752f,32,32,0
0x1a95ce42fb14b08352321d30c521d43c7cdf10dc,29,29,0
0x842eb2eb55557321d9a4501e0d8a275ac67d0e33,325,325,0
0x6600faed3bb1c0debca6498f6e4d549991bd3a24,87,87,0
0x36ed2d75a82e180e0871456b15c239b73b4ee9f4,55,55,0
0x9474f08cb0b82863a04bdcd26238e274baaae42a,287,287,0
0xfc5c69969dbcd039b4a95f6e36faf7931cccb0e1,307,307,0
0x79c7ade5b44ca217380c75e9bd2e8fbea3e83157,146,146,0
0x404b4bbfef5e36cb9cd329ecea7b84d1899add14,67,67,0
0x95e0cd6a2ca1ed9addcac7e0851f7814c3144aff,53,53,0
0x1826edfe312947c084988642455bf638b66d72f8,56,56,0
0xf58cba29f6470b31ee213040047662b48025ea1e,95,95,0
0x6de45bafb810ff7629ca6a4625b003682edd2f3e,329,329,0
0x02c10c048d12d820e624f6b20e400f9219b9d8c9,33,33,0
0xf7821e9b42de822d93a482fda761df596db28862,26,26,0
0x47a7dfbaac82aa4609ede0074bf7889ee9325603,312,312,0
0x7a74e896d24f68e927a4a774c3dc8ff5fb33dccf,70,70,0
0x6a31ba13195deaaeebc13e1d87f7eb8a72d09a4e,269,269,0
0x76ee4273ea0740562c085dd7ba0ceb08808336e2,27,27,0
0xc82ab4c76b37bef247f7256f377312c485aef506,20,20,0
0x835deffc57a9be531fbed6f8e4d33b2945f7ac62,95,95,0
0x8685a7e888ed8b0da6f65f70573f87460c9b9f7b,284,284,0
0x89e2ad6fd0a0a3dc3f310761be52e246b14e1575,105,105,0
0x16b5f4bd2da9dd42f8be4949f77d84e090c374d5,72,72,0
0x650645071382603411ea1b09c745ea5493d8b2d9,53,53,0
0x083fb39c70a94c1e724b73fa48b8314ed8fb8f2d,33,33,0
0x67dbee923c96b5725216565db09695bb1fdabcd5,37,37,0
0x6c52d274ac246fb29657756941ad1c158004bf99,21,21,0
0x9209eb1d037b2e90ed0545fe14743597738522e0,32,32,0
0xbd5f0414826c2f298dd5fa01329e5e4084c1d2ad,301,301,0
0xdd2305b433b7f8a744ba74a67c405d28c0006331,296,296,0
0xca25f7fc6a8532a86df01e7aa9055219abd8a65c,150,150,0
0x6d91b7d5dd2ae879f07b7e4bd28450b6d5e7a811,67,67,0
0xc1abc241e272821d5111e3939d96783f5072e19b,23,23,0
0xd06e5f4b064a38dd232e5a621ea0b3a887ccc012,31,31,0
0x34ab05530082738d79e2be4d4b7507fb2e5cf693,295,295,0
0x61d687a944a0ef44c1aed63064a140f64ca1046c,63,63,0
0x3bdb9512fabb3f93ed80be256bc039cc4913f3b7,33,33,0
0x8d445eee078ff46d7ddc123dac5904fad0acf92e,94,94,0
0xd2e5cccdba0b0daa407ba5c68f32bbfef810205f,24,24,0
0x8d488b720f7b3efa551452f673d4c805d1b6027f,94,94,0
0xe3cf905acec8bd71dbbc35b20e48e3fb55b0b97e,30,30,0
0x09d78ed84b5e8ae695197849920bf28e4a7dfd86,20,20,0
0xa66cf4c88dfec5dfffe09729f63c027934b588ec,255,255,0
0xfca1e3d3dee255ab8ac91a2377b32e09606f2001,26,26,0
0x25f033bafa8f9580dd656aa43d5666e679be2fc1,20,20,0
0xe36d5123895db53adf5c462b0dfa686834667055,71,71,0
0xe11b0a4dbf35080a6b9ddbbe141e117d4a37cc99,27,27,0
0x0212aad8fc9188feed7146308e8f138b67bdf78f,101,101,0
0x12dce438c6a0f3d8c425c810b1a73ec564d2374a,94,94,0
0x26caa035be46a9e4342634d491c9306b43793221,84,84,0
0x49116d499bb6e61d376555c458d3d6ac3a76c5ee,34,34,0
0x15f19aa81c1329cf9a8ec161d03fb3f364a4e624,319,319,0
0x00a0676921b8f0be82fa7d3b6d1bac41cad003be,295,295,0
0x07346c7855c62ad8199379a23ed8c3806f278bce,320,320,0
0x9ad23dd4e011014f73262297be157efabb17abdd,29,29,0
0x8b1dd48344de9922ac1f24b7563fc07ebaa00b20,847,847,0
0x0dd303d36ac948bd9aef54894dca71821343ae55,24,24,0
0xfecc5c3b38fbfe8b0da0ace60875d33c8351ee85,24,24,0
0x6ce8d6b9d1a80e3189f24dae09077d01c1a9d875,24,24,0
0x20ee7be0cb9ae5319bdb2fec1962f66819fff549,29,29,0
0x959ed8c8e3fff13131afcfa2a74631d64c8cdb1c,96,96,0
0x1a113f105143fdfa401a62882aa753b23d6ea545,265,265,0
0x42a76a0fdf6218a4b6a00c958d19b45028965c65,333,333,0
0xefc6de6cb257fab33871c06b8f4f792ee913935c,22,22,0
0xac20ddf5a10968ff77b5196813dc885dc31a1316,69,69,0
0x0c3596340d34b9b836752c2df0ac917269849948,118,118,0
0xa0f791ff7b9e0f75f100438f05b91a99e9570bc7,36,36,0
0x345b627d5126629b48bc81734da0065b2d2c6dde,68,68,0
0x8fbc34626ea838aa2b5361378925cdc093622467,267,267,0
0x42ff62bad3e70fb35678ba4a8d8f1fe820577cc5,68,68,0
0x47be6940b6dce35786d2805cb4b83a78891454dd,32,32,0
0xdf6bf0d5b18203f422ed0d59924125271a218dc2,36,36,0
0x2364787c8165ce9c12d6d20359012738b8e9fed5,67,67,0
0x321eb30a2807b6fba5aa526739bc88cc9a7e5816,552,552,0
0x36d424d17c458893119e300c79c66dea0a0f7972,27,27,0
0xae03015c6391ff7dfbb55ec3f476fd1764f4d6a2,370,370,0
0x9d6061f52b2a1032dc396066350c57b8ba4da430,296,296,0
0xe7c0d62f4b3080092b5e5502fef9ed4add3f1617,650,650,0
0xfbc3160f0ac3bec79a29642f00373213bd1d43eb,27,27,0
0x1b389df160c7363eb70e3ed8f7f17ea463a4cd5a,59,59,0
0xa6d9107e7c6394141806217dc207ebf3813b7443,54,54,0
0x9583eccc3560cd812e04ffafe2d796ad7decc3d3,34,34,0
0x4037eb688d5da73e298304ae2137e1543f3a4e3d,307,307,0
0x19a23bda7c6c09e691454e1be07faa54c4b9d9da,385,385,0
0xc0e85ecc15f32c7d0b79c598c890f9dd4fd92ac8,308,308,0
0x7d0ddc336fc0cfb5a13efe490de40decfe0900df,282,282,0
0x0ddd3c6791731a3f2390073624ced5872ce5f830,328,328,0
0x1ed6721d904fa3ee1c7926eb923a1771a3d78cb2,29,29,0
0xcdff5f82ea767199cd75ee68e2159fd644fde801,31,31,0
0xacc4ac975a011b382c96ffbb3d54ad522976b2c2,125,125,0
0x7d2acd75bf860cd75481ef1bba63464444865670,32,32,0
0xc7855b50e39effb0076a87803e7e7a8f2d0f175f,374,374,0
0x3abd72e43f8bf8ee982b7eddce0104dd036a3182,53,53,0
0x40c412e652cbcb8e381b7d69b2761820e138d89f,28,28,0
0x5e04392b929429fce2aa1bee3532cc6dfa70f9be,29,29,0
0xca0f8b4b2734ccb382e668a1a37ac4dd83ad2ddf,56,56,0
0x4bab943112d3335fad0cd6c5cfe4fdf2959d80c8,31,31,0
0x20ced49ded2a77eedb573a6e5aa227c6e7a73f47,318,318,0
0xfa6452efb81d0227a788196f0136db2d2106300c,298,298,0
0x1e53bcb46b7ccb03e96d5f1fa43bf3a2cea491ae,161,161,0
0x8664e0a0b62764528eeb26a0b4cf403013e9716b,29,29,0
0xfb78d14536051881117db573c4f3f5d70049adc8,92,92,0
0x536b7397a34c9fcd1469a8d6554c003d0d41f5ce,418,418,0
0xdfa14976b85c6fefc6b5501473f89ba070f7725f,325,325,0
0x531785d28605b2056fa0f97462da5eecfbbe6ff6,278,278,0
0xf81c87fbd6b5801bf3dab670783a4ac73546cf36,48,48,0
0xd2d9cebf3f271f8afd56d6e8f5cf8b607b661747,33,33,0
0xfb99a9bb89dcb9cb4958a34a36657edc8e3e6b6c,33,33,0
0x81d087c026be3bbf4deeaa9c5c962ea939339123,25,25,0
0xe82e47f3e731984e4a0f3b5608c70666b611b1e4,296,296,0
0xdba1b12c22ee5047128bc6a2e9db35078c85876f,30,30,0
0x89c2d5ae4cadaa6c6d5fb4236938a5fd52f6aadf,58,58,0
0xb3c08575ae0376e6f1b6c83ef6cc99c28adeca8e,269,269,0
0x57a732c940994481403dd45528918f78708a96b8,22,22,0
0x4f0e82aa2e162252bf93ece3796e32ddd7d6bd05,84,84,0
0x4c427ae2856f99f68d74335756b8d27a891b9541,900,900,0
0x67484feedb5034f234b4282daad95d51c6041974,285,285,0
0x42ae2a8a80fe2e8dea3820cdf927f454eee0fb12,295,295,0
0xfe637cf2addf17094af75c434a2b960ada061c02,35,35,0
0x6c9eac5b9efa8f75c4ddbd09adb462990d0e78ad,350,350,0
0x5863c43e108196315dc7efa32fc04ed091c702dc,31,31,0
0xfa9b40d315e703991050aca7ebafea3049eab976,24,24,0
0x6403aaa57c3ccbc48cc745f623ef72bbbcb9996c,324,324,0
0xf1814ef8b5498086f9b1f56177db9e78d9163ae3,33,33,0
0x082b050d3a00c106c2292701e82b11bb39b301bb,363,363,0
0xae3901182dbacadf3bd51e4a90a8f579c3b9c686,277,277,0
0xc7b45aa3f0479d37d8f9593f5e56cc8361475090,242,242,0
0x522ad9d8fd7097240afc9bea4ce23f32b88c6ddb,69,69,0
0x3c490fbd8584b60d465ff8bd124bf553bd5ea37d,322,322,0
0x2caf757a3d84b371dd124cc1ef609f6633b23073,61,61,0
0x5238a92114c2add63859b29b9c3a8816164441b1,335,335,0
0xc55873ef221a32c91acc4192ad6c0e81160969d0,29,29,0
0x23977bbf1aed46dda301cbdde54818ef53baa831,39,39,0
0x100ea19336da070cc80acbd72223fa99b70fdad4,367,367,0
0xdc3f9c9f3b600adf4582b4d0ef4234b93bd7e6ac,113,113,0
0x15fca867b0521995dba0525cb3ec8e281b9a5807,58,58,0
0x0443cb4ef5b9b4be85d6b7010b90e7761c556df8,32,32,0
0x3ef5d935fb735fea977128dec24abe31a8378203,25,25,0
0x1c6857d0eeda62b49f1866bc167497e587e0fc1c,52,52,0
0xfc116de7518bdeb9a4dd15fac5edc8b19cc83af1,35,35,0
0x983559001402406319d6adb801ae57ca4a7200d7,261,261,0
0xca3d8dc4c344d97d192e982682a16f87705ed4e7,300,300,0
0xd81436122075b3f835be22ba78351a2c12c575e6,25,25,0
0x155e03ae9230d4d94be9e02969fe895736ca0d6e,358,358,0
0x9e0692f435a360177c2244081b62ec76c0443950,298,298,0
0xe2217ea17aba1d9ce04f8baab1b39a4b24f6c7c6,65,65,0
0x1a866ce58bcb8aa701cf233ef74c4da5ff3b7257,307,307,0
0x8d120f0a9ef5a1ac9a46acb4c55ab87fb5a00740,345,345,0
0xdcd903e262e635f8772ceb7effa3a66bc0d57525,1415,1415,0
0x837253fa2d3f43a07dd8a8ce2c081aad8f670d5d,298,298,0
0xb92d1cb34e90fcf51156ca383f2f95313f6f8f7b,37,37,0
0x7383e767ee2a8cb39b7703cd61dcde2bf127fdad,595,595,0
0x03fe5a59aa864543179ad5ec27e0b0dc01d57e77,298,298,0
0x82d8c41389a59fe13ff6fb4b0b969cc36cccadbb,31,31,0
0xadd3cc36864569e4a5d90854a0c54217a13fd81f,24,24,0
0x4932fbb64a887f130fc37e026635eb87b728fb4d,274,274,0
0xc6ce04e8e0bcf1016e6f3c1235ca4dd7d1c2332b,268,268,0
0x35f9d0372eb5ef873a69ef1f54a6b3507f07a449,32,32,0
0xc4baef35b2d54877343c7e20e46abd7985947580,427,427,0
0x6203d229d7035c7d94ad89549aed03a7f655e6b2,91,91,0
0x68a1a88caa426047fa3c50a2157cfb73cd0ef33c,27,27,0
0x571ddfe2d492bdd7667d46d0e07214f504b9dd07,24,24,0
0x5a769efc39b1a13121c7247e68d80f37dfde8fc7,28,28,0
0x1096b6fddb42d7283a696004e74ff10a36ff6272,306,306,0
0xad26428c30a82e04f9d322261207bcd11dce390a,36,36,0
0x40dc45afcd27315aeab0d2b3ed207b9af798e372,245,245,0
0x5522eee7360799aca612afacf22e8b8de90f95d4,271,271,0
0x69f228726880492cf6cf70633364e9d053650d4f,25,25,0
0xa842be8d4d44d8b9c752de7b1512afefb21de1be,36,36,0
0x7a6ae3f7bd756e61ec46ed064017170cbe352a71,25,25,0
0x95d100c407785578b6c25f410d49e2fea0ff381b,31,31,0
0xd735777a3704bf3be3179c8c654971e81e83ee1a,31,31,0
0xbbccb88bf6aa16345158a72928c007129144b214,30,30,0
0x8ce8034153147edeac908ecc71353b672f62407c,40,40,0
0x21f084c49d465f882e1c7fad930fe69f120bad7a,23,23,0
0xaab2fd746e95c061fa78b0be67c32af277afc547,324,324,0
0x99153e4aaf8bc4b802d33c23d6c1db114702fe39,23,23,0
0xbaa2180694e6f2457b3be58226b00d01d5f39450,56,56,0
0x9ffc7a34768cc64df1071a71c23c4f874cd172aa,311,311,0
0xc3ed24f7c43970c9d4dbc65bf2d77e81965f9131,47,47,0
0xca822425e9bc463319643022415fe9513ad7fbe0,20,20,0
0x01812a2cdf5ed77b845490248275213f4cc0bca5,74,74,0
0x29c585a7145e0d26c9b9a9c3189035dac88c51e4,49,49,0
0x9fc1f3447082561b959bcb450ac4b36001fdd6df,56,56,0
0xb81cbfb37fe2031a723be2d06d021800107ed5ee,60,60,0
0x46ca28bd0d01573ca98888ecd3ce78b8a4524d1e,2404,2404,0
0xf43991b3e669b76505e7579cd5523e3d8b21bf58,63,63,0
0xbb771c5a3dcb9633a3bbfb850a66c51a7ad88442,62,62,0
0x74a6ada7952deb6807105ee74beebc3087f35328,218,218,0
0xa508366192c57d7e4810fbf61356e4c3d4da1610,26,26,0
0x0ea14ad9cd38083fcc65ceaffc453cfc964bce6e,30,30,0
0xf055733523470f36fb7d38e3b4a801fb0bc73ced,55,55,0
0x833909fe0fda4a60afe008beb2fb539db570c11d,56,56,0
0x81c0a4290e023965781c601fc5ea2b21ae242039,59,59,0
0x5c8662a8d701349b034b4645caff30e6ec88cf81,30,30,0
0xc3920d40db544631dc6d604bc765dfa2cce1cb2c,32,32,0
0x833411d1193e80f512b7601b3609928d0252838b,371,371,0
0x39d57dc252da28a3f8ae94524e34ba1bfaaafc11,1266,1266,0
0xaa1b3b9e4161dc065c7b6ce7b576aec455046880,33,33,0
0x28bb8dbe2e0045bdd182819ff8b4e96813d4ee20,300,300,0
0x3a31c701bcacab9c5b64b206ac9233c31dbb2911,252,252,0
0x875427af278a318c71806452fadebddbdf7da9dc,66,66,0
0x85d3845044e6ec018dc9de44d082f459854c79a5,282,282,0
0x266ffec79b8f33d6effc0bc5ab55e783d922d249,99,99,0
0xb06716762d95080ef63b74fced62f541a48cd660,59,59,0
0x4653e742eb3cde598d2a87ee9f4637ac84858979,278,278,0
0xf8298fcfa36981dd5ae401fd1d880b16464c5860,56,56,0
0x2031a368cd5108a808e9c0bc5bbf7a9d9b2232bc,33,33,0
0xe433611282b4b1842b96e91bef6686281b2a304e,27,27,0
0xa5f91e0e97a1459f8fa2ac65d51cf72cfb3588cb,25,25,0
0x925d8c3709febe9848f2f5c960da4cd2a89cd89e,60,60,0
0xa2b569c0eaac59c4b9f3f25a76f5153a862ad267,545,545,0
0x698f4eb786cc223544298f531203a0db7ccaa04d,296,296,0
0x7fd9f2794a3c2a2f254d5e782b2d6c7f2ad59ecd,70,70,0
0xc9d5471b7c327e286d6a1b0f31571e064115351c,24,24,0
0xeea224af8cca1becf766604cb2d4d8427fc1ee0f,34,34,0
0x5802aaf121fb77530d8190cbcbda4ac8451c47aa,38,38,0
0x9e353b08ef2c35fcae619f160d9a1c6754138e27,775,775,0
0x4ee7e2bf38d9a6f8cab33139d57bbac61b2185d5,35,35,0
0x753d99cd681dd38f1e16f6ff5695d49c943e8763,257,257,0
0x4054dcd554cccd676cfa053f9344cfaf42c3bfd5,276,276,0
0x7e743b1b1311be95a641af02100561e815ee74b4,21,21,0
0x81409e4c1a55c034ec86f64a75d18d911a8b0071,67,67,0
0xc4497530ad09e623723dea6d0a4dadd9ad279bb3,98,98,0
0x1b4c60fdaf2df30fee191b49c71c581178d53800,301,301,0
0x0779bc393648416a2695788eb08f7e9565b1b0af,279,279,0
0xafa3aa74115d62609e1bbb370178d85ea74c363c,78,78,0
0x92bc59f1e9c4876be62b34e861275beb9796b064,32,32,0
0x041eb1aa09939f27e079f09034388f79651b0075,31,31,0
0xd4af6c2027eec82b6ea16700a1ce0c532873aa82,26,26,0
0x1b1501db7aae4574bf8b60b4e4bc90f98078f1b0,57,57,0
0x6661280d2363f69a615ae69f57adf936a89644ca,24,24,0
0x6bab7a54495f8e497c761cccc166549b17f4af7e,54,54,0
0x4d02d41b38bec138c5f10d6d4d0b36d870eaa34b,54,54,0
0x4ec83c058314f66775c800336713dcdeab55bf81,57,57,0
0x817adc7457a4c53a1df68158662aef57a8881770,59,59,0
0xcd37e3d79f861e3cd65f3b3b7876ab79a584d2df,63,63,0
0xc17218f6ad9297c939136e8389dd8449cd1d2100,47,47,0
0xdf36a05bc6245948014baef1d1daed867b588bd8,58,58,0
0xe9665333e0b0ddb629dfeca6cc8e24151cfdc284,29,29,0
0x29209a061b376cab20e821dc5223b6e6a9256d69,32,32,0
0x440dc98aae2b8954ea5893021bb84891a066ab39,29,29,0
0x9b3c89630d548e6d189eac3a236023ef4c51b937,66,66,0
0x2b4d24100c011a701cf4f60281398b8b9db89916,26,26,0
0xe1ba165a819a9ee57a73f05f3333c7ae3f3c68af,57,57,0
0x2f46ac64b70a1ea355caabd7bad1129c5031cbc5,25,25,0
0xeeae17d2df1056d0b1a4a2e06a7f0ae64c576632,69,69,0
0xf37ef7c2a539459c93483030ea6791bd677e6d9e,63,63,0
0xed9393f4cbe273d94002975ab9d73420c92f710a,39,39,0
0x54e41c8c49b68d4b400eca90542a919fc3df5605,29,29,0
0x7d8281b16308759ea3105db59a2dd3af9d18b227,31,31,0
0x167928a0bdca183f747331d15cab7f9d8e19079e,37,37,0
0xde228e2d9c1b07aee87d36541379ffbc2a272d3d,299,299,0
0x2155b1330c4aa623e0d81cf3a57ebc04df02f164,280,280,0
0x7346fcbe8b057bc04c4697dd1d55a250e59a8c6a,312,312,0
0x89392330276aef6d1dec5dfce1afcb19c1ced1a5,304,304,0
0xc6b838f86c6dfe607fa034d1f86d4f7bfa7eb242,608,608,0
0x236513b7a508aa05a9e74f2a859d8d582c927889,34,34,0
0x341eae3eb086a09e8570a472b7333584f9fb3fea,292,292,0
0xf68d93058cd63b2114719a8e94d138bda21952ae,294,294,0
0xf6839e15c8ba4aea1133b486a80562d60ada747b,133,133,0
0x6ddce954f3ad5e8a950acac3578e7402ea6f62ea,52,52,0
0xb2c9aa0dab5797ec17eb99c7006b8db224e916ba,26,26,0
0xcac3bfe014ee049d2eeec30c7a396a29b1fe1349,77,77,0
0x3f2b2d88ef4b8d2bf7832dc1c5a3187f96d2e2cc,31,31,0
0x45e253df2d0f2766ad326ff39fe8873436ae6d16,64,64,0
0x4a79dc21354fbc4cff4653a0d6f3dda51fb0c9ff,617,617,0
0x6614316de2c4983763bae3e238eeab62a536ef88,238,238,0
0x3a7f3d4cf2ed1b4e1c9e61742c0c1ca179d441aa,345,345,0
0xdc2743cf9afd3b7f3c0a49594099749271925767,289,289,0
0x181c421a039ee6481e472b01ed56d161e29fc97f,309,309,0
0x1c9dc8321e8751fc94ead58e52de4038eed4b208,69,69,0
0xfc56462422a347e20fb9c2bdfbcf4bdf24eea7ae,304,304,0
0x68f2e1f5d5dbae1206e67ced44e778a79ee201ab,291,291,0
0x29f9bad4bf6b97b1814ef4a6b4223f81aaa6792a,81,81,0
0x3f08da2ab2b5cbdf0b488dc618e71e4a7e7509b9,293,293,0
0xee5dffeb1d095e6602a275c6b7d39e8139f1ff87,285,285,0
0x4ff80b769f4cce9439c878e153eadfa972549442,27,27,0
0x332a70f0e3f7222dd4b3a5a14126fd8d9bfba80a,308,308,0
0xa24ee6f44afea6f093c1c103e8c3e5d16e24099f,301,301,0
0x4601682655721aa61285d5bc672bce14e622ded4,314,314,0
0xbc750e75c42d1d9d86772b7fcde00c6d33887518,29,29,0
0xf8710aa5109a18f4b050b5a8d2dc6c8f528e053c,26,26,0
0x1b440e785a6564795ae23da5f187c330b088cc8a,300,300,0
0xca28cdc821d8faf8c391ce7f212ad93231344b98,334,334,0
0x47eeb881664d5986a7d76b50c66e6f3b05c74909,311,311,0
0x163be9da3cba4dcda17032ce75051f1753be6c78,233,233,0
0xdda164ff066bceeee5e78d7f30f3f6045f9c0dd8,52,52,0
0x152bac47b8929687e508608b54104fef949fea67,72,72,0
0xaa629cd4a4bd2a7fe6d0eef9728fb23e3958774d,28,28,0
0x81f5a934cba5ae39a60634c90120f53ee14782dd,38,38,0
0x148884afad30db849b317587d0e22ad037c20c8a,267,267,0
0x44b3355334570a13b8d293e6ef4b65acab3c0967,531,531,0
0x2c266cbfb5d07d2cd20c39c49e167e53611a7488,274,274,0
0xccc79cd8d01377c1f69f29706b72029f2f813bde,302,302,0
0xfa843021b863f21b9cc08fa43745349b5977702a,326,326,0
0x245ebc73ca9405af845e1dd6fd4e9cb9abda9207,55,55,0
0x6b436a7c87f203807d96ceba11af4a9f998402b0,258,258,0
0xe233bc8b0de719b92e72877ff9bb18f2fc18aef2,25,25,0
0x4f490d4a792b18328d6b650ef4cc23ed49504e27,302,302,0
0x57b809db04232140ba124ee93c5529f307bac0fa,64,64,0
0xb9b66e2cbfa55b13006feeb2a68930d5461ce9bc,27,27,0
0x43fd97693e5dcf622aaffe2d9d1c09d5720d107b,22,22,0
0x19caf2b2a757e30df112328e93b7090ffb49a37e,358,358,0
0x9aa29c83a13da4c8d56877ec42ccaac30a157cc3,306,306,0
0x9d0095122aec8d54770c4106939a5681a96b8747,322,322,0
0xb83f188d61272dbe606e690a3fc4e22d2e5f3781,31,31,0
0xe5dd61e074113b31c6c2300acbccd12e5ac30ad9,291,291,0
